Date,Hm0 (m),H 1/10 (m),Hmax (m),Peak Tp (s),Mean Dir (Degree),WS 10m (m/s)
2019-06-01 00:00:00,0.205678606,0.242497445,0.285190887,9.71,164.39,3.283602405
2019-06-01 00:30:00,0.193200128,0.23242887,0.272948379,9.29,167.96,3.135192826
2019-06-01 01:00:00,0.180721649,0.222360294,0.260705871,8.87,171.53,2.903394956
2019-06-01 01:30:00,0.177304383,0.216885179,0.256261173,8.72,166.095,2.974709791
2019-06-01 02:00:00,0.173887117,0.211410064,0.251816474,8.57,160.66,2.92468106
2019-06-01 02:30:00,0.166616027,0.205584759,0.24715696,9.43,166.325,2.970374817
2019-06-01 03:00:00,0.159344938,0.199759454,0.242497445,10.29,171.99,2.90140341
2019-06-01 03:30:00,0.163057848,0.20271903,0.242497445,10.505,176.01,2.940097206
2019-06-01 04:00:00,0.166770757,0.205678606,0.242497445,10.72,180.03,2.946549719
2019-06-01 04:30:00,0.159174171,0.196488471,0.235049279,9.315,177.175,2.825168966
2019-06-01 05:00:00,0.151577584,0.187298335,0.227601114,7.91,174.32,2.777546479
2019-06-01 05:30:00,0.155461261,0.193528895,0.232631311,8.9,176.96,2.799993668
2019-06-01 06:00:00,0.159344938,0.199759454,0.237661507,9.89,179.6,2.805861995
2019-06-01 06:30:00,0.159344938,0.196698791,0.235180085,10.42,178.845,2.741405081
2019-06-01 07:00:00,0.159344938,0.193638128,0.232698662,10.95,178.09,2.713649935
2019-06-01 07:30:00,0.163057848,0.199658367,0.237598054,10.24,172.255,2.781158411
2019-06-01 08:00:00,0.166770757,0.205678606,0.242497445,9.53,166.42,2.79265417
2019-06-01 08:30:00,0.177034546,0.21663986,0.25375021,9.81,174.655,2.850005421
2019-06-01 09:00:00,0.187298335,0.227601114,0.265002974,10.09,182.89,2.913552367
2019-06-01 09:30:00,0.193528895,0.235049279,0.27315813,8.94,171.72,2.90339681
2019-06-01 10:00:00,0.199759454,0.242497445,0.281313286,7.79,160.55,3.033678555
2019-06-01 10:30:00,0.213680284,0.25375021,0.295879647,6.34,203.5,3.276814364
2019-06-01 11:00:00,0.227601114,0.265002974,0.310446008,4.89,246.45,3.489558476
2019-06-01 11:30:00,0.222283937,0.262854423,0.305223004,4.62,194.835,3.355487162
2019-06-01 12:00:00,0.21696676,0.260705871,0.3,4.35,143.22,3.442551737
2019-06-01 12:30:00,0.211322683,0.251601658,0.292595444,6.46,154.605,3.262124918
2019-06-01 13:00:00,0.205678606,0.242497445,0.285190887,8.57,165.99,3.189920901
2019-06-01 13:30:00,0.199658367,0.240079476,0.281275107,6.515,144.24,3.134171679
2019-06-01 14:00:00,0.193638128,0.237661507,0.277359326,4.46,122.49,3.051566812
2019-06-01 14:30:00,0.190468232,0.232631311,0.273283698,4.16,117.7,2.984658938
2019-06-01 15:00:00,0.187298335,0.227601114,0.269208069,3.86,112.91,3.004703896
2019-06-01 15:30:00,0.187298335,0.227601114,0.267105522,6.215,137.835,3.022875021
2019-06-01 16:00:00,0.187298335,0.227601114,0.265002974,8.57,162.76,2.996783283
2019-06-01 16:30:00,0.180592726,0.219505589,0.258409724,10.725,177.885,2.953192692
2019-06-01 17:00:00,0.173887117,0.211410064,0.251816474,12.88,193.01,2.881480065
2019-06-01 17:30:00,0.186823286,0.224535786,0.2645879,8.475,163.395,3.090066851
2019-06-01 18:00:00,0.199759454,0.237661507,0.277359326,4.07,133.78,3.264651446
2019-06-01 18:30:00,0.186823286,0.227314134,0.2645879,6.25,154.355,3.171199576
2019-06-01 19:00:00,0.173887117,0.21696676,0.251816474,8.43,174.93,3.046007035
2019-06-01 19:30:00,0.180592726,0.219663527,0.258409724,8.725,166.76,3.135811474
2019-06-01 20:00:00,0.187298335,0.222360294,0.265002974,9.02,158.59,3.384428876
2019-06-01 20:30:00,0.1993542,0.234786944,0.276999186,6.82,120.795,3.438930045
2019-06-01 21:00:00,0.211410064,0.247213595,0.288995398,4.62,83.0,3.613008038
2019-06-01 21:30:00,0.208544335,0.247213595,0.288995398,4.33,89.555,3.62374939
2019-06-01 22:00:00,0.205678606,0.247213595,0.288995398,4.04,96.11,3.632481755
2019-06-01 22:30:00,0.205678606,0.24485552,0.287093143,4.07,77.19,3.817882059
2019-06-01 23:00:00,0.205678606,0.242497445,0.285190887,4.1,58.27,3.850348654
2019-06-01 23:30:00,0.205678606,0.242497445,0.285190887,7.095,114.09,4.022133349
2019-06-02 00:00:00,0.205678606,0.242497445,0.285190887,10.09,169.91,4.115710834
2019-06-02 00:30:00,0.20271903,0.240079476,0.283252087,7.72,167.2,4.149239772
2019-06-02 01:00:00,0.199759454,0.237661507,0.281313286,5.35,164.49,4.175147681
2019-06-02 01:30:00,0.196698791,0.235180085,0.277319396,7.03,174.175,4.101738911
2019-06-02 02:00:00,0.193638128,0.232698662,0.273325506,8.71,183.86,4.188406445
2019-06-02 02:30:00,0.190468232,0.227529478,0.26916424,8.945,185.265,4.215360941
2019-06-02 03:00:00,0.187298335,0.222360294,0.265002974,9.18,186.67,4.260233081
2019-06-02 03:30:00,0.1993542,0.234786944,0.276999186,6.45,164.05,4.44247436
2019-06-02 04:00:00,0.211410064,0.247213595,0.288995398,3.72,141.43,4.702698595
2019-06-02 04:30:00,0.205584759,0.242437551,0.285154342,4.325,141.445,4.637273249
2019-06-02 05:00:00,0.199759454,0.237661507,0.281313286,4.93,141.46,4.646493018
2019-06-02 05:30:00,0.199759454,0.240079476,0.283252087,7.055,161.075,4.792315749
2019-06-02 06:00:00,0.199759454,0.242497445,0.285190887,9.18,180.69,4.883321845
2019-06-02 06:30:00,0.20271903,0.24485552,0.287093143,6.88,156.05,5.002994068
2019-06-02 07:00:00,0.205678606,0.247213595,0.288995398,4.58,131.41,5.117343058
2019-06-02 07:30:00,0.21663986,0.258210832,0.299720703,4.83,134.8,5.360988285
2019-06-02 08:00:00,0.227601114,0.269208069,0.310446008,5.08,138.19,5.646045376
2019-06-02 08:30:00,0.227601114,0.269208069,0.310446008,5.16,149.07,5.806036966
2019-06-02 09:00:00,0.227601114,0.269208069,0.310446008,5.24,159.95,5.887592316
2019-06-02 09:30:00,0.222283937,0.262760067,0.305223004,4.415,115.275,5.906439504
2019-06-02 10:00:00,0.21696676,0.256312064,0.3,3.59,70.6,5.874373427
2019-06-02 10:30:00,0.224832711,0.266835695,0.308565012,5.315,110.72,6.144508666
2019-06-02 11:00:00,0.232698662,0.277359326,0.317130024,7.04,150.84,6.355436909
2019-06-02 11:30:00,0.242257568,0.285044601,0.326566101,6.945,142.52,6.530548102
2019-06-02 12:00:00,0.251816474,0.292729875,0.336002178,6.85,134.2,6.761813717
2019-06-02 12:30:00,0.251816474,0.292729875,0.336002178,6.595,154.76,6.865336679
2019-06-02 13:00:00,0.251816474,0.292729875,0.336002178,6.34,175.32,6.892339809
2019-06-02 13:30:00,0.258409724,0.299875993,0.343279533,7.76,171.305,6.940775067
2019-06-02 14:00:00,0.265002974,0.307022111,0.350556888,9.18,167.29,7.026016321
2019-06-02 14:30:00,0.243681634,0.283863991,0.327048871,9.18,171.16,6.606217173
2019-06-02 15:00:00,0.222360294,0.260705871,0.303540853,9.18,175.03,6.111417804
2019-06-02 15:30:00,0.234786944,0.274850635,0.3167179,9.355,173.32,6.395742956
2019-06-02 16:00:00,0.247213595,0.288995398,0.329894947,9.53,171.61,6.634236103
2019-06-02 16:30:00,0.239956129,0.283177362,0.323512486,9.05,172.535,6.473016212
2019-06-02 17:00:00,0.232698662,0.277359326,0.317130024,8.57,173.46,6.360450162
2019-06-02 17:30:00,0.244505363,0.288679663,0.329535672,6.185,183.725,6.562594807
2019-06-02 18:00:00,0.256312064,0.3,0.341941319,3.8,193.99,6.829906464
2019-06-02 18:30:00,0.262760067,0.305223004,0.349029843,3.72,177.59,6.989269504
2019-06-02 19:00:00,0.269208069,0.310446008,0.356118367,3.64,161.19,7.087873016
2019-06-02 19:30:00,0.286374461,0.327648543,0.373863173,3.69,191.82,7.631707843
2019-06-02 20:00:00,0.303540853,0.344851078,0.391607978,3.74,222.45,8.204231346
2019-06-02 20:30:00,0.286374461,0.329332864,0.373863173,5.08,174.37,7.780534034
2019-06-02 21:00:00,0.269208069,0.31381465,0.356118367,6.42,126.29,7.445656966
2019-06-02 21:30:00,0.26495697,0.306907325,0.350484722,6.38,136.445,7.221132932
2019-06-02 22:00:00,0.260705871,0.3,0.344851078,6.34,146.6,7.037930881
2019-06-02 22:30:00,0.256261173,0.296364938,0.338910664,6.895,152.425,6.882185778
2019-06-02 23:00:00,0.251816474,0.292729875,0.33297025,7.45,158.25,6.867444946
2019-06-02 23:30:00,0.256261173,0.296364938,0.337455785,7.02,165.735,7.000923091
2019-06-03 00:00:00,0.260705871,0.3,0.341941319,6.59,173.22,7.020036527
2019-06-03 00:30:00,0.253959733,0.294497699,0.335918133,6.35,167.26,6.842465188
2019-06-03 01:00:00,0.247213595,0.288995398,0.329894947,6.11,161.3,6.72752158
2019-06-03 01:30:00,0.249515035,0.290862637,0.332948563,6.075,154.37,6.715000542
2019-06-03 02:00:00,0.251816474,0.292729875,0.336002178,6.04,147.44,6.771078632
2019-06-03 02:30:00,0.242257568,0.283027691,0.326566101,6.23,154.3,6.586009273
2019-06-03 03:00:00,0.232698662,0.273325506,0.317130024,6.42,161.16,6.413882857
2019-06-03 03:30:00,0.237598054,0.277319396,0.320369204,6.545,171.25,6.481799703
2019-06-03 04:00:00,0.242497445,0.281313286,0.323608383,6.67,181.34,6.520798913
2019-06-03 04:30:00,0.255852757,0.295879647,0.338481766,6.285,163.2,6.874693673
2019-06-03 05:00:00,0.269208069,0.310446008,0.353355148,5.9,145.06,7.227760415
2019-06-03 05:30:00,0.280968972,0.323224093,0.367687978,6.285,148.89,7.504255929
2019-06-03 06:00:00,0.292729875,0.336002178,0.382020807,6.67,152.72,7.902550228
2019-06-03 06:30:00,0.299875993,0.341862368,0.389138597,6.715,155.94,8.177904644
2019-06-03 07:00:00,0.307022111,0.347722558,0.396256387,6.76,159.16,8.205198873
2019-06-03 07:30:00,0.301709646,0.344831939,0.391560349,6.85,158.06,8.168102223
2019-06-03 08:00:00,0.296397181,0.341941319,0.386864312,6.94,156.96,8.01077024
2019-06-03 08:30:00,0.290794034,0.334358075,0.379439231,6.895,157.73,7.824969598
2019-06-03 09:00:00,0.285190887,0.32677483,0.37201415,6.85,158.5,7.470863347
2019-06-03 09:30:00,0.281275107,0.321952427,0.366778866,6.215,153.05,7.307907488
2019-06-03 10:00:00,0.277359326,0.317130024,0.361543581,5.58,147.6,7.228864438
