Date,Hm0 (m),H 1/10 (m),Hmax (m),Peak Tp (s),Mean Dir (Degree),WS 10m (m/s)
2019-08-02 22:30:00,0.2,0.255,0.325,9.99,138.905,6.413438415
2019-08-02 23:00:00,0.2,0.26,0.33,15.63,182.51,6.576962405
2019-08-02 23:30:00,0.19,0.245,0.31,15.4,175.185,6.082186963
2019-08-03 00:00:00,0.18,0.23,0.29,15.17,167.86,5.718972996
2019-08-03 00:30:00,0.17,0.22,0.275,15.17,163.675,5.411280515
2019-08-03 01:00:00,0.16,0.21,0.26,15.17,159.49,5.279492851
2019-08-03 01:30:00,0.17,0.22,0.275,15.17,161.67,5.554402267
2019-08-03 02:00:00,0.18,0.23,0.29,15.17,163.85,5.847634133
2019-08-03 02:30:00,0.175,0.22,0.28,15.65,168.475,5.687392803
2019-08-03 03:00:00,0.17,0.21,0.27,16.13,173.1,5.455237333
2019-08-03 03:30:00,0.21,0.265,0.335,16.13,168.35,6.816808789
2019-08-03 04:00:00,0.25,0.32,0.4,16.13,163.6,8.171166233
2019-08-03 04:30:00,0.285,0.365,0.465,15.88,165.32,9.362180283
2019-08-03 05:00:00,0.32,0.41,0.53,15.63,167.04,10.76506069
2019-08-03 05:30:00,0.29,0.375,0.48,15.4,157.71,9.751493726
2019-08-03 06:00:00,0.26,0.34,0.43,15.17,148.38,8.820407414
2019-08-03 06:30:00,0.245,0.32,0.405,15.17,159.14,8.281058509
2019-08-03 07:00:00,0.23,0.3,0.38,15.17,169.9,7.767752421
2019-08-03 07:30:00,0.25,0.325,0.41,15.4,174.46,8.337457835
2019-08-03 08:00:00,0.27,0.35,0.44,15.63,179.02,9.039487532
2019-08-03 08:30:00,0.27,0.345,0.435,15.63,181.295,8.95677319
2019-08-03 09:00:00,0.27,0.34,0.43,15.63,183.57,8.958667578
2019-08-03 09:30:00,0.26,0.33,0.42,10.17,142.565,8.659929593
2019-08-03 10:00:00,0.25,0.32,0.41,4.71,101.56,8.627108545
2019-08-03 10:30:00,0.25,0.32,0.41,9.72,137.465,8.75325177
2019-08-03 11:00:00,0.25,0.32,0.41,14.73,173.37,8.78214608
2019-08-03 11:30:00,0.245,0.315,0.4,9.595,140.72,8.556852999
2019-08-03 12:00:00,0.24,0.31,0.39,4.46,108.07,8.521723451
2019-08-03 12:30:00,0.235,0.305,0.385,9.815,154.035,8.489352982
2019-08-03 13:00:00,0.23,0.3,0.38,15.17,200.0,8.589760165
2019-08-03 13:30:00,0.23,0.295,0.375,14.55,188.705,8.321017175
2019-08-03 14:00:00,0.23,0.29,0.37,13.93,177.41,8.144601699
2019-08-03 14:30:00,0.255,0.32,0.41,14.125,176.76,9.16929051
2019-08-03 15:00:00,0.28,0.35,0.45,14.32,176.11,10.17001026
2019-08-03 15:30:00,0.28,0.355,0.455,15.225,176.59,10.35675101
2019-08-03 16:00:00,0.28,0.36,0.46,16.13,177.07,10.43179843
2019-08-03 16:30:00,0.285,0.365,0.465,15.88,160.765,10.55145591
2019-08-03 17:00:00,0.29,0.37,0.47,15.63,144.46,10.75333127
2019-08-03 17:30:00,0.275,0.35,0.44,15.63,171.42,10.06619385
2019-08-03 18:00:00,0.26,0.33,0.41,15.63,198.38,9.228463375
2019-08-03 18:30:00,0.275,0.345,0.435,15.88,198.36,9.788913955
2019-08-03 19:00:00,0.29,0.36,0.46,16.13,198.34,10.32561096
2019-08-03 19:30:00,0.265,0.335,0.425,16.13,192.435,9.591127867
2019-08-03 20:00:00,0.24,0.31,0.39,16.13,186.53,8.875441098
2019-08-03 20:30:00,0.235,0.3,0.375,15.88,177.71,8.237494603
2019-08-03 21:00:00,0.23,0.29,0.36,15.63,168.89,7.994762105
2019-08-03 21:30:00,0.21,0.27,0.335,16.42,166.675,7.432952325
2019-08-03 22:00:00,0.19,0.25,0.31,17.21,164.46,6.81487412
2019-08-03 22:30:00,0.195,0.25,0.31,15.57,176.065,6.904604199
2019-08-03 23:00:00,0.2,0.25,0.31,13.93,187.67,6.832287031
2019-08-03 23:30:00,0.19,0.24,0.3,14.78,182.885,6.610301302
2019-08-04 00:00:00,0.18,0.23,0.29,15.63,178.1,6.260083292
2019-08-04 00:30:00,0.18,0.23,0.285,15.88,180.715,6.15047377
2019-08-04 01:00:00,0.18,0.23,0.28,16.13,183.33,5.971329732
2019-08-04 01:30:00,0.185,0.235,0.285,15.88,175.225,6.028086883
2019-08-04 02:00:00,0.19,0.24,0.29,15.63,167.12,6.029924157
2019-08-04 02:30:00,0.185,0.235,0.285,15.63,173.78,5.839593371
2019-08-04 03:00:00,0.18,0.23,0.28,15.63,180.44,5.696549467
2019-08-04 03:30:00,0.205,0.26,0.325,14.595,174.535,6.562486096
2019-08-04 04:00:00,0.23,0.29,0.37,13.56,168.63,7.411854877
2019-08-04 04:30:00,0.25,0.315,0.405,14.595,176.97,8.102234438
2019-08-04 05:00:00,0.27,0.34,0.44,15.63,185.31,8.761503556
2019-08-04 05:30:00,0.28,0.35,0.45,15.18,184.84,8.916435762
2019-08-04 06:00:00,0.29,0.36,0.46,14.73,184.37,9.006064828
2019-08-04 06:30:00,0.275,0.345,0.44,9.485,115.25,8.502922607
2019-08-04 07:00:00,0.26,0.33,0.42,4.24,46.13,8.114873944
2019-08-04 07:30:00,0.255,0.325,0.415,9.705,105.53,7.939962922
2019-08-04 08:00:00,0.25,0.32,0.41,15.17,164.93,7.61051654
2019-08-04 08:30:00,0.255,0.325,0.415,9.605,82.985,7.645695146
2019-08-04 09:00:00,0.26,0.33,0.42,4.04,1.04,7.64110719
2019-08-04 09:30:00,0.255,0.32,0.41,9.385,88.2,7.396696815
2019-08-04 10:00:00,0.25,0.31,0.4,14.73,175.36,7.042305093
2019-08-04 10:30:00,0.265,0.33,0.425,9.955,101.72,7.404336733
2019-08-04 11:00:00,0.28,0.35,0.45,5.18,28.08,7.552095536
2019-08-04 11:30:00,0.265,0.335,0.43,4.945,79.995,7.227146459
2019-08-04 12:00:00,0.25,0.32,0.41,4.71,131.91,6.872801989
2019-08-04 12:30:00,0.235,0.3,0.38,4.495,71.915,6.364283745
2019-08-04 13:00:00,0.22,0.28,0.35,4.28,11.92,5.813373693
2019-08-04 13:30:00,0.215,0.275,0.345,3.985,48.225,5.543199009
2019-08-04 14:00:00,0.21,0.27,0.34,3.69,84.53,5.50032266
2019-08-04 14:30:00,0.23,0.295,0.375,3.93,79.165,5.967734822
2019-08-04 15:00:00,0.25,0.32,0.41,4.17,73.8,6.389717928
2019-08-04 15:30:00,0.255,0.325,0.415,3.905,78.465,6.567954553
2019-08-04 16:00:00,0.26,0.33,0.42,3.64,83.13,6.580467163
2019-08-04 16:30:00,0.245,0.31,0.395,8.425,121.515,6.134531352
2019-08-04 17:00:00,0.23,0.29,0.37,13.21,159.9,5.573876703
2019-08-04 17:30:00,0.225,0.285,0.36,8.835,137.23,5.429536074
2019-08-04 18:00:00,0.22,0.28,0.35,4.46,114.56,5.258952908
2019-08-04 18:30:00,0.235,0.3,0.375,4.175,76.305,5.68468892
2019-08-04 19:00:00,0.25,0.32,0.4,3.89,38.05,5.900823003
2019-08-04 19:30:00,0.235,0.295,0.375,3.875,64.48,5.593857004
2019-08-04 20:00:00,0.22,0.27,0.35,3.86,90.91,5.249272697
2019-08-04 20:30:00,0.205,0.255,0.33,8.06,132.115,4.906219514
2019-08-04 21:00:00,0.19,0.24,0.31,12.26,173.32,4.578849345
2019-08-04 21:30:00,0.19,0.24,0.305,13.945,177.98,4.461950584
2019-08-04 22:00:00,0.19,0.24,0.3,15.63,182.64,4.301004038
2019-08-04 22:30:00,0.18,0.23,0.285,14.595,181.46,4.162345592
2019-08-04 23:00:00,0.17,0.22,0.27,13.56,180.28,3.964296557
2019-08-04 23:30:00,0.17,0.22,0.275,14.145,181.48,4.137488839
2019-08-05 00:00:00,0.17,0.22,0.28,14.73,182.68,4.134962667
2019-08-05 00:30:00,0.145,0.19,0.24,15.18,175.745,3.604819128
2019-08-05 01:00:00,0.12,0.16,0.2,15.63,168.81,2.995209566
2019-08-05 01:30:00,0.12,0.16,0.2,15.63,161.855,3.034298934
2019-08-05 02:00:00,0.12,0.16,0.2,15.63,154.9,3.011851962
2019-08-05 02:30:00,0.135,0.175,0.22,9.61,93.175,3.310205202
2019-08-05 03:00:00,0.15,0.19,0.24,3.59,31.45,3.584610004
2019-08-05 03:30:00,0.175,0.225,0.285,3.77,90.685,4.21801618
2019-08-05 04:00:00,0.2,0.26,0.33,3.95,149.92,4.884051822
2019-08-05 04:30:00,0.215,0.28,0.355,4.285,141.88,5.405586898
2019-08-05 05:00:00,0.23,0.3,0.38,4.62,133.84,5.796547535
2019-08-05 05:30:00,0.235,0.305,0.385,4.505,114.055,5.850775528
2019-08-05 06:00:00,0.24,0.31,0.39,4.39,94.27,5.77624694
2019-08-05 06:30:00,0.245,0.315,0.4,4.785,89.48,5.938459839
2019-08-05 07:00:00,0.25,0.32,0.41,5.18,84.69,6.085405557
2019-08-05 07:30:00,0.26,0.33,0.425,4.675,70.39,6.15507966
2019-08-05 08:00:00,0.27,0.34,0.44,4.17,56.09,6.472804412
2019-08-05 08:30:00,0.285,0.36,0.465,3.905,29.735,6.837375515
2019-08-05 09:00:00,0.3,0.38,0.49,3.64,3.38,7.141852671
2019-08-05 09:30:00,0.285,0.36,0.46,4.24,69.35,6.692717529
2019-08-05 10:00:00,0.27,0.34,0.43,4.84,135.32,6.260285536
2019-08-05 10:30:00,0.26,0.33,0.42,4.54,119.67,6.041803746
2019-08-05 11:00:00,0.25,0.32,0.41,4.24,104.02,5.94238858
2019-08-05 11:30:00,0.245,0.31,0.4,3.965,82.405,5.714112352
2019-08-05 12:00:00,0.24,0.3,0.39,3.69,60.79,5.46526945
2019-08-05 12:30:00,0.245,0.305,0.395,4.055,122.92,5.470123077
2019-08-05 13:00:00,0.25,0.31,0.4,4.42,185.05,5.405557672
2019-08-05 13:30:00,0.245,0.31,0.4,4.26,147.555,4.17872022
2019-08-05 14:00:00,0.24,0.31,0.4,4.1,110.06,4.400725575
2019-08-05 14:30:00,0.225,0.29,0.375,4.45,113.7,3.610627036
2019-08-05 15:00:00,0.21,0.27,0.35,4.8,117.34,3.760831445
2019-08-05 15:30:00,0.23,0.295,0.38,4.575,78.445,4.809412662
2019-08-05 16:00:00,0.25,0.32,0.41,4.35,39.55,5.144039147
2019-08-05 16:30:00,0.235,0.3,0.38,4.35,77.61,4.671202936
2019-08-05 17:00:00,0.22,0.28,0.35,4.35,115.67,4.266125299
2019-08-05 17:30:00,0.21,0.27,0.34,3.995,69.825,4.06026709
2019-08-05 18:00:00,0.2,0.26,0.33,3.64,23.98,4.018680284
2019-08-05 18:30:00,0.21,0.27,0.345,3.905,72.195,4.248617633
2019-08-05 19:00:00,0.22,0.28,0.36,4.17,120.41,4.439874033
2019-08-05 19:30:00,0.23,0.29,0.375,3.93,82.695,4.601727363
2019-08-05 20:00:00,0.24,0.3,0.39,3.69,44.98,4.619447394
2019-08-05 20:30:00,0.205,0.26,0.335,3.95,73.915,3.918931921
2019-08-05 21:00:00,0.17,0.22,0.28,4.21,102.85,3.239237038
2019-08-05 21:30:00,0.165,0.215,0.275,9.265,137.75,3.180646426
2019-08-05 22:00:00,0.16,0.21,0.27,14.32,172.65,3.124795646
2019-08-05 22:30:00,0.16,0.205,0.265,9.58,139.69,3.034900241
2019-08-05 23:00:00,0.16,0.2,0.26,4.84,106.73,2.837508887
2019-08-05 23:30:00,0.17,0.21,0.275,8.86,145.595,2.998967897
2019-08-06 00:00:00,0.18,0.22,0.29,12.88,184.46,3.15269045
2019-08-06 00:30:00,0.17,0.21,0.275,8.245,139.785,2.985798257
2019-08-06 01:00:00,0.16,0.2,0.26,3.61,95.11,2.736196601
2019-08-06 01:30:00,0.165,0.21,0.27,8.085,128.51,2.925640118
2019-08-06 02:00:00,0.17,0.22,0.28,12.56,161.91,2.9980594
2019-08-06 02:30:00,0.17,0.215,0.275,8.385,188.91,2.943314573
2019-08-06 03:00:00,0.17,0.21,0.27,4.21,215.91,2.837703022
2019-08-06 03:30:00,0.215,0.27,0.345,3.95,185.52,3.616179373
2019-08-06 04:00:00,0.26,0.33,0.42,3.69,155.13,4.41532492
2019-08-06 04:30:00,0.275,0.35,0.445,3.965,125.94,4.698558312
2019-08-06 05:00:00,0.29,0.37,0.47,4.24,96.75,5.107236173
2019-08-06 05:30:00,0.285,0.365,0.47,4.61,195.035,5.001675699
2019-08-06 06:00:00,0.28,0.36,0.47,4.98,293.32,4.898655266
2019-08-06 06:30:00,0.265,0.34,0.44,5.62,209.175,4.484258053
2019-08-06 07:00:00,0.25,0.32,0.41,6.26,125.03,4.177417774
2019-08-06 07:30:00,0.255,0.325,0.415,6.465,126.32,4.151791621
2019-08-06 08:00:00,0.26,0.33,0.42,6.67,127.61,4.373088572
2019-08-06 08:30:00,0.265,0.335,0.425,6.905,149.725,4.535524192
2019-08-06 09:00:00,0.27,0.34,0.43,7.14,171.84,4.625890057
2019-08-06 09:30:00,0.27,0.345,0.435,5.945,149.28,4.641902511
2019-08-06 10:00:00,0.27,0.35,0.44,4.75,126.72,4.718165347
2019-08-06 10:30:00,0.275,0.355,0.45,5.845,150.335,5.148666427
2019-08-06 11:00:00,0.28,0.36,0.46,6.94,173.95,5.341032532
2019-08-06 11:30:00,0.285,0.365,0.47,7.09,160.925,5.425260192
2019-08-06 12:00:00,0.29,0.37,0.48,7.24,147.9,5.628690761
2019-08-06 12:30:00,0.305,0.385,0.5,5.55,103.135,6.215535528
2019-08-06 13:00:00,0.32,0.4,0.52,3.86,58.37,6.647169468
2019-08-06 13:30:00,0.295,0.37,0.48,4.14,100.715,6.248333476
2019-08-06 14:00:00,0.27,0.34,0.44,4.42,143.06,5.896232759
2019-08-06 14:30:00,0.305,0.385,0.495,5.88,135.78,6.564498649
2019-08-06 15:00:00,0.34,0.43,0.55,7.34,128.5,7.477414161
2019-08-06 15:30:00,0.325,0.415,0.53,5.81,128.43,7.309850987
2019-08-06 16:00:00,0.31,0.4,0.51,4.28,128.36,7.020780853
2019-08-06 16:30:00,0.29,0.375,0.475,5.61,144.26,6.554601388
2019-08-06 17:00:00,0.27,0.35,0.44,6.94,160.16,6.101987458
2019-08-06 17:30:00,0.275,0.355,0.45,5.72,109.915,6.222580813
2019-08-06 18:00:00,0.28,0.36,0.46,4.5,59.67,6.524648443
2019-08-06 18:30:00,0.285,0.365,0.465,6.605,80.27,6.640511299
2019-08-06 19:00:00,0.29,0.37,0.47,8.71,100.87,6.950697387
2019-08-06 19:30:00,0.29,0.37,0.47,7.825,111.995,6.952798025
2019-08-06 20:00:00,0.29,0.37,0.47,6.94,123.12,6.776418691
2019-08-06 20:30:00,0.255,0.325,0.41,7.755,141.44,5.994431425
2019-08-06 21:00:00,0.22,0.28,0.35,8.57,159.76,5.284952184
2019-08-06 21:30:00,0.24,0.3,0.38,8.96,165.71,5.705210942
2019-08-06 22:00:00,0.26,0.32,0.41,9.35,171.66,6.171324325
2019-08-06 22:30:00,0.255,0.315,0.405,9.03,170.51,5.961353792
2019-08-06 23:00:00,0.25,0.31,0.4,8.71,169.36,5.971897623
2019-08-06 23:30:00,0.28,0.35,0.45,6.82,145.17,6.655813892
2019-08-07 00:00:00,0.31,0.39,0.5,4.93,120.98,7.429708798
2019-08-07 00:30:00,0.32,0.405,0.515,6.75,124.925,7.662206755
2019-08-07 01:00:00,0.33,0.42,0.53,8.57,128.87,8.041569767
2019-08-07 01:30:00,0.35,0.445,0.56,8.72,150.64,8.539995952
2019-08-07 02:00:00,0.37,0.47,0.59,8.87,172.41,9.283175433
2019-08-07 02:30:00,0.375,0.475,0.6,8.215,162.825,9.232060858
2019-08-07 03:00:00,0.38,0.48,0.61,7.56,153.24,9.395696031
2019-08-07 03:30:00,0.4,0.505,0.64,8.135,160.265,9.932353619
2019-08-07 04:00:00,0.42,0.53,0.67,8.71,167.29,10.50597718
2019-08-07 04:30:00,0.425,0.54,0.685,9.03,179.51,10.85940884
2019-08-07 05:00:00,0.43,0.55,0.7,9.35,191.73,10.93254526
2019-08-07 05:30:00,0.425,0.545,0.695,6.695,158.045,10.83647934
2019-08-07 06:00:00,0.42,0.54,0.69,4.04,124.36,10.83244647
2019-08-07 06:30:00,0.405,0.515,0.66,4.97,137.71,10.19083448
2019-08-07 07:00:00,0.39,0.49,0.63,5.9,151.06,9.567883391
2019-08-07 07:30:00,0.37,0.47,0.6,7.235,150.785,9.136523389
2019-08-07 08:00:00,0.35,0.45,0.57,8.57,150.51,8.61934613
2019-08-07 08:30:00,0.345,0.44,0.56,9.23,161.39,8.396870726
2019-08-07 09:00:00,0.34,0.43,0.55,9.89,172.27,8.083041001
2019-08-07 09:30:00,0.345,0.44,0.56,9.62,173.345,8.223905879
2019-08-07 10:00:00,0.35,0.45,0.57,9.35,174.42,8.408697565
2019-08-07 10:30:00,0.345,0.44,0.555,9.03,173.355,8.175648447
2019-08-07 11:00:00,0.34,0.43,0.54,8.71,172.29,8.063042214
2019-08-07 11:30:00,0.355,0.45,0.57,6.73,150.22,8.420287362
2019-08-07 12:00:00,0.37,0.47,0.6,4.75,128.15,8.884300789
2019-08-07 12:30:00,0.36,0.46,0.585,4.795,129.235,8.770823983
2019-08-07 13:00:00,0.35,0.45,0.57,4.84,130.32,8.569651946
2019-08-07 13:30:00,0.33,0.425,0.54,6.145,152.49,8.141809798
2019-08-07 14:00:00,0.31,0.4,0.51,7.45,174.66,7.792671911
2019-08-07 14:30:00,0.33,0.425,0.54,5.64,154.71,8.224152015
2019-08-07 15:00:00,0.35,0.45,0.57,3.83,134.76,8.487797539
2019-08-07 15:30:00,0.355,0.455,0.575,5.87,141.81,8.651811373
2019-08-07 16:00:00,0.36,0.46,0.58,7.91,148.86,8.772123509
2019-08-07 16:30:00,0.355,0.45,0.57,6.94,148.865,8.56152515
2019-08-07 17:00:00,0.35,0.44,0.56,5.97,148.87,8.576842995
2019-08-07 17:30:00,0.365,0.465,0.59,7.575,163.35,9.07078772
2019-08-07 18:00:00,0.38,0.49,0.62,9.18,177.83,9.63430971
2019-08-07 18:30:00,0.405,0.52,0.66,9.025,172.945,10.43725139
2019-08-07 19:00:00,0.43,0.55,0.7,8.87,168.06,10.90177976
2019-08-07 19:30:00,0.43,0.55,0.695,9.48,171.8,11.12357321
2019-08-07 20:00:00,0.43,0.55,0.69,10.09,175.54,11.44207835
2019-08-07 20:30:00,0.41,0.52,0.66,9.19,175.725,11.08049905
2019-08-07 21:00:00,0.39,0.49,0.63,8.29,175.91,10.62573703
2019-08-07 21:30:00,0.405,0.515,0.655,9.0,175.755,10.95558842
2019-08-07 22:00:00,0.42,0.54,0.68,9.71,175.6,11.51372763
2019-08-07 22:30:00,0.385,0.495,0.625,9.71,180.99,10.35120946
2019-08-07 23:00:00,0.35,0.45,0.57,9.71,186.38,9.507213504
2019-08-07 23:30:00,0.37,0.475,0.6,9.9,182.12,10.12180043
2019-08-08 00:00:00,0.39,0.5,0.63,10.09,177.86,10.8620592
2019-08-08 00:30:00,0.39,0.5,0.63,10.09,183.93,10.88217599
2019-08-08 01:00:00,0.39,0.5,0.63,10.09,190.0,10.93608232
2019-08-08 01:30:00,0.39,0.5,0.63,8.47,160.98,10.81739135
2019-08-08 02:00:00,0.39,0.5,0.63,6.85,131.96,10.71762604
2019-08-08 02:30:00,0.36,0.46,0.585,5.6,136.425,10.1349397
2019-08-08 03:00:00,0.33,0.42,0.54,4.35,140.89,9.455116802
2019-08-08 03:30:00,0.36,0.455,0.585,4.425,244.12,10.47550223
2019-08-08 04:00:00,0.39,0.49,0.63,4.5,347.35,11.58346982
2019-08-08 04:30:00,0.39,0.49,0.63,4.12,246.625,11.62393734
2019-08-08 05:00:00,0.39,0.49,0.63,3.74,145.9,11.90067864
2019-08-08 05:30:00,0.385,0.485,0.62,4.335,131.325,11.85163737
2019-08-08 06:00:00,0.38,0.48,0.61,4.93,116.75,11.67055163
2019-08-08 06:30:00,0.365,0.465,0.59,6.82,146.92,11.34540767
2019-08-08 07:00:00,0.35,0.45,0.57,8.71,177.09,11.08074741
2019-08-08 07:30:00,0.355,0.45,0.575,8.64,173.795,11.14552926
2019-08-08 08:00:00,0.36,0.45,0.58,8.57,170.5,11.26834291
2019-08-08 08:30:00,0.37,0.465,0.595,8.96,177.145,11.60217627
2019-08-08 09:00:00,0.38,0.48,0.61,9.35,183.79,12.03489754
