Date,Hm0 (m),H 1/10 (m),Hmax (m),Peak Tp (s),Mean Dir (Degree),WS 10m (m/s)
2019-11-03 01:30:00,0.275,0.345,0.445,5.055,218.995,9.988743194
2019-11-03 02:00:00,0.27,0.34,0.44,4.28,357.9,9.760815228
2019-11-03 02:30:00,0.27,0.34,0.44,4.085,198.925,9.752563148
2019-11-03 03:00:00,0.27,0.34,0.44,3.89,39.95,9.758366385
2019-11-03 03:30:00,0.255,0.325,0.415,4.03,85.12,9.148445699
2019-11-03 04:00:00,0.24,0.31,0.39,4.17,130.29,8.581748941
2019-11-03 04:30:00,0.26,0.33,0.42,4.315,138.655,9.153795088
2019-11-03 05:00:00,0.28,0.35,0.45,4.46,147.02,9.78061345
2019-11-03 05:30:00,0.265,0.335,0.43,5.325,154.025,9.159444949
2019-11-03 06:00:00,0.25,0.32,0.41,6.19,161.03,8.653301404
2019-11-03 06:30:00,0.235,0.305,0.39,5.025,136.01,8.369917951
2019-11-03 07:00:00,0.22,0.29,0.37,3.86,110.99,7.842799259
2019-11-03 07:30:00,0.2,0.26,0.335,4.78,136.57,7.067966732
2019-11-03 08:00:00,0.18,0.23,0.3,5.7,162.15,6.346819575
2019-11-03 08:30:00,0.19,0.24,0.31,5.005,133.83,6.551984053
2019-11-03 09:00:00,0.2,0.25,0.32,4.31,105.51,6.780965247
2019-11-03 09:30:00,0.195,0.245,0.315,4.24,110.31,6.555314186
2019-11-03 10:00:00,0.19,0.24,0.31,4.17,115.11,6.333220869
2019-11-03 10:30:00,0.17,0.22,0.28,4.505,108.265,5.715491316
2019-11-03 11:00:00,0.15,0.2,0.25,4.84,101.42,5.007794444
2019-11-03 11:30:00,0.15,0.195,0.25,4.305,115.505,4.858786384
2019-11-03 12:00:00,0.15,0.19,0.25,3.77,129.59,4.742135261
2019-11-03 12:30:00,0.16,0.205,0.265,4.4,114.095,5.137671539
2019-11-03 13:00:00,0.17,0.22,0.28,5.03,98.6,5.49426445
2019-11-03 13:30:00,0.2,0.26,0.33,5.215,49.575,6.373332925
2019-11-03 14:00:00,0.23,0.3,0.38,5.4,0.55,7.150836513
2019-11-03 14:30:00,0.245,0.315,0.4,5.29,80.345,7.337651986
2019-11-03 15:00:00,0.26,0.33,0.42,5.18,160.14,7.758585636
2019-11-03 15:30:00,0.26,0.325,0.42,5.29,143.67,7.632482338
2019-11-03 16:00:00,0.26,0.32,0.42,5.4,127.2,7.612280338
2019-11-03 16:30:00,0.255,0.32,0.415,4.895,113.865,7.558806935
2019-11-03 17:00:00,0.25,0.32,0.41,4.39,100.53,7.318023683
2019-11-03 17:30:00,0.26,0.33,0.425,4.505,126.605,7.264559056
2019-11-03 18:00:00,0.27,0.34,0.44,4.62,152.68,7.358068335
2019-11-03 18:30:00,0.265,0.335,0.435,4.52,145.69,7.124145744
2019-11-03 19:00:00,0.26,0.33,0.43,4.42,138.7,6.990352862
2019-11-03 19:30:00,0.255,0.325,0.42,4.17,83.985,6.737148341
2019-11-03 20:00:00,0.25,0.32,0.41,3.92,29.27,6.714857896
2019-11-03 20:30:00,0.26,0.335,0.43,4.1,84.2,6.829304493
2019-11-03 21:00:00,0.27,0.35,0.45,4.28,139.13,7.185415148
2019-11-03 21:30:00,0.285,0.365,0.465,4.96,122.525,7.555987436
2019-11-03 22:00:00,0.3,0.38,0.48,5.64,105.92,7.681485846
2019-11-03 22:30:00,0.3,0.38,0.49,4.925,77.69,7.706349349
2019-11-03 23:00:00,0.3,0.38,0.5,4.21,49.46,7.566713056
2019-11-03 23:30:00,0.315,0.4,0.52,4.225,61.98,7.759211872
2019-11-04 00:00:00,0.33,0.42,0.54,4.24,74.5,8.148545985
2019-11-04 00:30:00,0.31,0.395,0.51,4.275,131.615,7.662759507
2019-11-04 01:00:00,0.29,0.37,0.48,4.31,188.73,7.130680632
2019-11-04 01:30:00,0.275,0.355,0.455,4.24,240.675,6.762190126
2019-11-04 02:00:00,0.26,0.34,0.43,4.17,292.62,6.343745626
2019-11-04 02:30:00,0.25,0.325,0.41,4.135,212.215,5.974019136
2019-11-04 03:00:00,0.24,0.31,0.39,4.1,131.81,5.717174598
2019-11-04 03:30:00,0.235,0.305,0.385,3.995,119.24,5.741378168
2019-11-04 04:00:00,0.23,0.3,0.38,3.89,106.67,5.696676647
2019-11-04 04:30:00,0.23,0.3,0.38,4.195,156.9,5.73428888
2019-11-04 05:00:00,0.23,0.3,0.38,4.5,207.13,5.750556833
2019-11-04 05:30:00,0.23,0.295,0.375,4.095,161.58,5.752396489
2019-11-04 06:00:00,0.23,0.29,0.37,3.69,116.03,5.740124792
2019-11-04 06:30:00,0.22,0.28,0.36,3.93,134.295,5.560683978
2019-11-04 07:00:00,0.21,0.27,0.35,4.17,152.56,5.434341632
2019-11-04 07:30:00,0.19,0.245,0.315,3.88,136.28,4.823541258
2019-11-04 08:00:00,0.17,0.22,0.28,3.59,120.0,4.297215213
2019-11-04 08:30:00,0.17,0.22,0.285,3.88,123.295,4.291128034
2019-11-04 09:00:00,0.17,0.22,0.29,4.17,126.59,4.376485458
2019-11-04 09:30:00,0.16,0.21,0.27,3.905,141.4,4.039216028
2019-11-04 10:00:00,0.15,0.2,0.25,3.64,156.21,3.723503361
2019-11-04 10:30:00,0.14,0.185,0.235,4.67,163.56,3.503351088
2019-11-04 11:00:00,0.13,0.17,0.22,5.7,170.91,3.338676288
2019-11-04 11:30:00,0.13,0.165,0.21,8.325,172.2,3.153804227
2019-11-04 12:00:00,0.13,0.16,0.2,10.95,173.49,2.989872792
2019-11-04 12:30:00,0.145,0.185,0.235,8.15,134.23,3.553363469
2019-11-04 13:00:00,0.16,0.21,0.27,5.35,94.97,4.003026825
2019-11-04 13:30:00,0.175,0.225,0.285,5.66,106.17,4.233041849
2019-11-04 14:00:00,0.19,0.24,0.3,5.97,117.37,4.474412337
2019-11-04 14:30:00,0.19,0.24,0.305,5.235,118.655,4.47904154
2019-11-04 15:00:00,0.19,0.24,0.31,4.5,119.94,4.527982242
2019-11-04 15:30:00,0.21,0.27,0.345,4.3,132.425,5.116141077
2019-11-04 16:00:00,0.23,0.3,0.38,4.1,144.91,5.395225261
2019-11-04 16:30:00,0.24,0.31,0.395,4.17,131.125,5.528870622
2019-11-04 17:00:00,0.25,0.32,0.41,4.24,117.34,5.859762021
2019-11-04 17:30:00,0.24,0.305,0.395,4.585,107.015,5.597512987
2019-11-04 18:00:00,0.23,0.29,0.38,4.93,96.69,5.349878313
2019-11-04 18:30:00,0.23,0.29,0.38,4.605,49.875,5.289213552
2019-11-04 19:00:00,0.23,0.29,0.38,4.28,3.06,5.162381555
2019-11-04 19:30:00,0.22,0.275,0.36,4.41,42.245,4.822436546
2019-11-04 20:00:00,0.21,0.26,0.34,4.54,81.43,4.444803986
2019-11-04 20:30:00,0.225,0.28,0.36,4.32,213.71,4.752441489
2019-11-04 21:00:00,0.24,0.3,0.38,4.1,345.99,4.961011052
2019-11-04 21:30:00,0.24,0.3,0.385,4.59,225.65,5.019112872
2019-11-04 22:00:00,0.24,0.3,0.39,5.08,105.31,5.076452012
2019-11-04 22:30:00,0.245,0.31,0.4,4.695,118.81,5.042637281
2019-11-04 23:00:00,0.25,0.32,0.41,4.31,132.31,5.155691589
2019-11-04 23:30:00,0.25,0.315,0.405,4.775,104.73,5.053601971
2019-11-05 00:00:00,0.25,0.31,0.4,5.24,77.15,5.025480575
2019-11-05 00:30:00,0.245,0.31,0.395,4.89,95.69,4.934007909
2019-11-05 01:00:00,0.24,0.31,0.39,4.54,114.23,4.8560495
2019-11-05 01:30:00,0.23,0.3,0.38,4.26,120.385,4.659127241
2019-11-05 02:00:00,0.22,0.29,0.37,3.98,126.54,4.443955202
2019-11-05 02:30:00,0.21,0.275,0.35,4.145,102.03,4.003720414
2019-11-05 03:00:00,0.2,0.26,0.33,4.31,77.52,3.774671274
2019-11-05 03:30:00,0.21,0.27,0.345,4.31,95.815,4.07564052
2019-11-05 04:00:00,0.22,0.28,0.36,4.31,114.11,4.163026746
2019-11-05 04:30:00,0.215,0.275,0.35,4.115,65.66,4.00473346
2019-11-05 05:00:00,0.21,0.27,0.34,3.92,17.21,3.767854552
2019-11-05 05:30:00,0.21,0.27,0.34,4.21,35.775,3.620215727
2019-11-05 06:00:00,0.21,0.27,0.34,4.5,54.34,3.574448453
2019-11-05 06:30:00,0.19,0.245,0.31,4.055,44.27,3.183439482
2019-11-05 07:00:00,0.17,0.22,0.28,3.61,34.2,2.902918074
2019-11-05 07:30:00,0.15,0.19,0.245,3.65,59.71,2.525587819
2019-11-05 08:00:00,0.13,0.16,0.21,3.69,85.22,2.212525257
2019-11-05 08:30:00,0.115,0.145,0.19,3.69,117.255,1.993163
2019-11-05 09:00:00,0.1,0.13,0.17,3.69,149.29,1.757827708
2019-11-05 09:30:00,0.115,0.145,0.19,3.65,108.63,1.924607437
2019-11-05 10:00:00,0.13,0.16,0.21,3.61,67.97,2.051350529
2019-11-05 10:30:00,0.115,0.14,0.185,3.89,73.87,1.808099614
2019-11-05 11:00:00,0.1,0.12,0.16,4.17,79.77,1.56964859
2019-11-05 11:30:00,0.1,0.125,0.165,4.42,78.58,1.674255288
2019-11-05 12:00:00,0.1,0.13,0.17,4.67,77.39,1.751560329
2019-11-05 12:30:00,0.115,0.15,0.195,4.98,72.32,2.050840722
2019-11-05 13:00:00,0.13,0.17,0.22,5.29,67.25,2.29035032
2019-11-05 13:30:00,0.165,0.215,0.28,4.605,76.105,2.987982138
2019-11-05 14:00:00,0.2,0.26,0.34,3.92,84.96,3.764291707
2019-11-05 14:30:00,0.215,0.28,0.36,4.78,71.465,4.047052372
2019-11-05 15:00:00,0.23,0.3,0.38,5.64,57.97,4.272584851
2019-11-05 15:30:00,0.225,0.285,0.365,4.89,35.92,4.191045436
2019-11-05 16:00:00,0.22,0.27,0.35,4.14,13.87,4.006141353
2019-11-05 16:30:00,0.23,0.29,0.375,4.175,34.295,4.386657837
2019-11-05 17:00:00,0.24,0.31,0.4,4.21,54.72,4.692195295
2019-11-05 17:30:00,0.24,0.305,0.395,4.155,174.615,4.690566356
2019-11-05 18:00:00,0.24,0.3,0.39,4.1,294.51,4.661781343
2019-11-05 18:30:00,0.23,0.29,0.375,4.12,212.175,4.45526639
2019-11-05 19:00:00,0.22,0.28,0.36,4.14,129.84,4.23952523
2019-11-05 19:30:00,0.225,0.285,0.365,3.97,124.205,4.478166605
2019-11-05 20:00:00,0.23,0.29,0.37,3.8,118.57,4.612184605
2019-11-05 20:30:00,0.23,0.29,0.37,3.8,129.43,4.700720675
2019-11-05 21:00:00,0.23,0.29,0.37,3.8,140.29,4.857598101
2019-11-05 21:30:00,0.235,0.3,0.385,3.905,164.535,4.990273666
2019-11-05 22:00:00,0.24,0.31,0.4,4.01,188.78,5.279856387
2019-11-05 22:30:00,0.26,0.33,0.43,3.98,206.95,5.732852527
2019-11-05 23:00:00,0.28,0.35,0.46,3.95,225.12,6.351265191
2019-11-05 23:30:00,0.295,0.375,0.49,4.13,125.825,6.625812919
2019-11-06 00:00:00,0.31,0.4,0.52,4.31,26.53,7.310222191
2019-11-06 00:30:00,0.285,0.365,0.47,4.07,86.885,6.678342375
2019-11-06 01:00:00,0.26,0.33,0.42,3.83,147.24,6.025856871
2019-11-06 01:30:00,0.265,0.335,0.43,3.815,170.315,6.409652382
2019-11-06 02:00:00,0.27,0.34,0.44,3.8,193.39,6.609100098
2019-11-06 02:30:00,0.26,0.33,0.43,4.055,146.8,6.490886198
2019-11-06 03:00:00,0.25,0.32,0.42,4.31,100.21,6.452435087
2019-11-06 03:30:00,0.25,0.32,0.42,4.385,113.49,6.4913727
2019-11-06 04:00:00,0.25,0.32,0.42,4.46,126.77,6.464163644
2019-11-06 04:30:00,0.26,0.33,0.43,4.385,128.925,6.743641375
2019-11-06 05:00:00,0.27,0.34,0.44,4.31,131.08,6.80019225
2019-11-06 05:30:00,0.255,0.32,0.415,4.07,70.245,6.357206425
2019-11-06 06:00:00,0.24,0.3,0.39,3.83,9.41,6.092087334
2019-11-06 06:30:00,0.225,0.285,0.365,4.455,82.0,5.660634042
2019-11-06 07:00:00,0.21,0.27,0.34,5.08,154.59,5.112675173
2019-11-06 07:30:00,0.22,0.285,0.36,4.345,117.45,5.425767347
2019-11-06 08:00:00,0.23,0.3,0.38,3.61,80.31,5.716110531
2019-11-06 08:30:00,0.23,0.295,0.38,3.6,78.78,5.712844463
2019-11-06 09:00:00,0.23,0.29,0.38,3.59,77.25,5.784288339
2019-11-06 09:30:00,0.255,0.325,0.425,3.695,159.945,6.527126613
2019-11-06 10:00:00,0.28,0.36,0.47,3.8,242.64,7.38730407
2019-11-06 10:30:00,0.275,0.355,0.46,4.75,129.135,7.130224434
2019-11-06 11:00:00,0.27,0.35,0.45,5.7,15.63,6.934814717
2019-11-06 11:30:00,0.275,0.355,0.455,6.32,102.56,6.925889219
2019-11-06 12:00:00,0.28,0.36,0.46,6.94,189.49,6.980593236
2019-11-06 12:30:00,0.26,0.335,0.425,6.94,172.74,6.410356593
2019-11-06 13:00:00,0.24,0.31,0.39,6.94,155.99,5.956009198
2019-11-06 13:30:00,0.275,0.35,0.445,6.385,163.29,6.953149182
2019-11-06 14:00:00,0.31,0.39,0.5,5.83,170.59,7.714902401
2019-11-06 14:30:00,0.345,0.435,0.56,4.875,141.45,8.546568805
2019-11-06 15:00:00,0.38,0.48,0.62,3.92,112.31,9.440570356
2019-11-06 15:30:00,0.355,0.45,0.58,3.86,112.48,8.909792456
2019-11-06 16:00:00,0.33,0.42,0.54,3.8,112.65,8.175106321
2019-11-06 16:30:00,0.335,0.425,0.55,4.39,148.11,8.165998679
2019-11-06 17:00:00,0.34,0.43,0.56,4.98,183.57,8.369970322
2019-11-06 17:30:00,0.33,0.42,0.545,5.28,177.49,8.183589392
2019-11-06 18:00:00,0.32,0.41,0.53,5.58,171.41,7.828965939
2019-11-06 18:30:00,0.31,0.395,0.51,5.41,169.64,7.538524575
2019-11-06 19:00:00,0.3,0.38,0.49,5.24,167.87,7.201494565
2019-11-06 19:30:00,0.29,0.37,0.475,5.295,157.06,6.875584147
2019-11-06 20:00:00,0.28,0.36,0.46,5.35,146.25,6.687179838
2019-11-06 20:30:00,0.295,0.375,0.48,4.48,149.245,6.992479447
2019-11-06 21:00:00,0.31,0.39,0.5,3.61,152.24,7.295275612
2019-11-06 21:30:00,0.325,0.415,0.53,4.0,139.01,7.758404918
2019-11-06 22:00:00,0.34,0.44,0.56,4.39,125.78,8.24908333
2019-11-06 22:30:00,0.345,0.445,0.57,4.595,125.135,8.654906998
2019-11-06 23:00:00,0.35,0.45,0.58,4.8,124.49,8.885642366
2019-11-06 23:30:00,0.38,0.485,0.625,4.505,137.56,9.479765342
2019-11-07 00:00:00,0.41,0.52,0.67,4.21,150.63,10.41112104
2019-11-07 00:30:00,0.38,0.48,0.62,4.725,186.92,9.789502436
2019-11-07 01:00:00,0.35,0.44,0.57,5.24,223.21,8.916852544
2019-11-07 01:30:00,0.33,0.42,0.54,5.21,185.59,8.503429925
2019-11-07 02:00:00,0.31,0.4,0.51,5.18,147.97,8.047810698
2019-11-07 02:30:00,0.295,0.38,0.485,5.105,151.05,7.78797146
2019-11-07 03:00:00,0.28,0.36,0.46,5.03,154.13,7.307798233
2019-11-07 03:30:00,0.265,0.34,0.435,4.785,94.055,7.056858645
2019-11-07 04:00:00,0.25,0.32,0.41,4.54,33.98,6.700892256
2019-11-07 04:30:00,0.245,0.315,0.4,4.97,94.735,6.580703592
2019-11-07 05:00:00,0.24,0.31,0.39,5.4,155.49,6.444636987
2019-11-07 05:30:00,0.24,0.31,0.39,5.46,150.3,6.592523632
2019-11-07 06:00:00,0.24,0.31,0.39,5.52,145.11,6.589096854
2019-11-07 06:30:00,0.255,0.325,0.415,5.05,138.8,7.191666749
2019-11-07 07:00:00,0.27,0.34,0.44,4.58,132.49,7.703306568
2019-11-07 07:30:00,0.255,0.32,0.41,5.14,153.35,7.197898617
2019-11-07 08:00:00,0.24,0.3,0.38,5.7,174.21,6.680470506
2019-11-07 08:30:00,0.225,0.28,0.355,5.835,168.66,6.251103952
2019-11-07 09:00:00,0.21,0.26,0.33,5.97,163.11,5.85324077
2019-11-07 09:30:00,0.215,0.27,0.345,5.575,157.285,6.287651108
2019-11-07 10:00:00,0.22,0.28,0.36,5.18,151.46,6.743790678
2019-11-07 10:30:00,0.21,0.265,0.34,6.805,161.235,6.351592123
2019-11-07 11:00:00,0.2,0.25,0.32,8.43,171.01,5.951878552
2019-11-07 11:30:00,0.205,0.255,0.325,6.55,142.23,6.130613351
2019-11-07 12:00:00,0.21,0.26,0.33,4.67,113.45,6.227580334
2019-11-07 12:30:00,0.225,0.285,0.36,4.98,140.285,6.895012671
2019-11-07 13:00:00,0.24,0.31,0.39,5.29,167.12,7.549059499
2019-11-07 13:30:00,0.255,0.325,0.415,4.75,164.18,8.165093876
2019-11-07 14:00:00,0.27,0.34,0.44,4.21,161.24,8.685460413
2019-11-07 14:30:00,0.27,0.34,0.44,4.19,237.055,8.731037081
2019-11-07 15:00:00,0.27,0.34,0.44,4.17,312.87,8.69751823
2019-11-07 15:30:00,0.28,0.355,0.455,4.905,198.75,8.902790459
2019-11-07 16:00:00,0.29,0.37,0.47,5.64,84.63,9.245306639
2019-11-07 16:30:00,0.285,0.36,0.465,4.78,69.275,9.202536733
2019-11-07 17:00:00,0.28,0.35,0.46,3.92,53.92,8.996461474
2019-11-07 17:30:00,0.28,0.355,0.465,4.425,92.68,8.932650232
2019-11-07 18:00:00,0.28,0.36,0.47,4.93,131.44,8.91447262
2019-11-07 18:30:00,0.28,0.355,0.46,4.715,126.625,8.841221336
2019-11-07 19:00:00,0.28,0.35,0.45,4.5,121.81,8.708573463
2019-11-07 19:30:00,0.285,0.36,0.465,4.895,141.225,9.194055452
2019-11-07 20:00:00,0.29,0.37,0.48,5.29,160.64,9.515010296
2019-11-07 20:30:00,0.29,0.37,0.48,5.53,164.63,9.493918728
2019-11-07 21:00:00,0.29,0.37,0.48,5.77,168.62,9.533210087
2019-11-07 21:30:00,0.28,0.355,0.46,4.875,156.85,9.010644821
2019-11-07 22:00:00,0.27,0.34,0.44,3.98,145.08,8.490113433
2019-11-07 22:30:00,0.27,0.345,0.445,4.04,110.935,8.711214926
2019-11-07 23:00:00,0.27,0.35,0.45,4.1,76.79,8.775109703
2019-11-07 23:30:00,0.31,0.395,0.51,4.26,100.75,9.768673758
2019-11-08 00:00:00,0.35,0.44,0.57,4.42,124.71,10.92562909
2019-11-08 00:30:00,0.305,0.385,0.495,4.015,148.12,9.308226303
2019-11-08 01:00:00,0.26,0.33,0.42,3.61,171.53,7.738324637
2019-11-08 01:30:00,0.26,0.33,0.42,3.825,136.37,7.716911027
2019-11-08 02:00:00,0.26,0.33,0.42,4.04,101.21,7.79279255
2019-11-08 02:30:00,0.27,0.345,0.445,4.04,133.145,8.177183293
2019-11-08 03:00:00,0.28,0.36,0.47,4.04,165.08,8.573586699
2019-11-08 03:30:00,0.28,0.355,0.46,4.535,163.965,8.291894303
2019-11-08 04:00:00,0.28,0.35,0.45,5.03,162.85,8.004851914
2019-11-08 04:30:00,0.265,0.33,0.425,4.96,154.005,7.310513787
2019-11-08 05:00:00,0.25,0.31,0.4,4.89,145.16,6.828906965
2019-11-08 05:30:00,0.225,0.285,0.365,4.24,132.015,6.148056471
2019-11-08 06:00:00,0.2,0.26,0.33,3.59,118.87,5.672135596
2019-11-08 06:30:00,0.2,0.255,0.325,3.865,83.555,5.513263305
2019-11-08 07:00:00,0.2,0.25,0.32,4.14,48.24,5.386809003
2019-11-08 07:30:00,0.185,0.235,0.3,4.745,99.685,4.973974727
2019-11-08 08:00:00,0.17,0.22,0.28,5.35,151.13,4.520612283
2019-11-08 08:30:00,0.165,0.21,0.27,5.165,153.2,4.295751404
2019-11-08 09:00:00,0.16,0.2,0.26,4.98,155.27,4.12905923
2019-11-08 09:30:00,0.155,0.195,0.255,4.32,136.87,4.022681741
