Date,Hm0 (m),H 1/10 (m),Hmax (m),Peak Tp (s),Mean Dir (Degree),WS 10m (m/s)
2019-01-01 00:00:00,0.25,0.32,0.4,9.35,141.94,6.397953584
2019-01-01 00:30:00,0.27,0.345,0.44,6.925,97.99,7.119254173
2019-01-01 01:00:00,0.29,0.37,0.48,4.5,54.04,7.874504131
2019-01-01 01:30:00,0.275,0.355,0.45,6.84,95.015,7.328716277
2019-01-01 02:00:00,0.26,0.34,0.42,9.18,135.99,6.911100207
2019-01-01 02:30:00,0.245,0.315,0.395,9.025,154.04,6.479199241
2019-01-01 03:00:00,0.23,0.29,0.37,8.87,172.09,6.151068237
2019-01-01 03:30:00,0.225,0.285,0.365,8.79,163.995,6.248072502
2019-01-01 04:00:00,0.22,0.28,0.36,8.71,155.9,6.115600909
2019-01-01 04:30:00,0.235,0.295,0.375,9.4,156.7,6.461559981
2019-01-01 05:00:00,0.25,0.31,0.39,10.09,157.5,6.801324745
2019-01-01 05:30:00,0.25,0.31,0.395,9.81,167.64,7.09529719
2019-01-01 06:00:00,0.25,0.31,0.4,9.53,177.78,7.358495928
2019-01-01 06:30:00,0.255,0.32,0.41,9.44,175.985,7.579478036
2019-01-01 07:00:00,0.26,0.33,0.42,9.35,174.19,7.719976824
2019-01-01 07:30:00,0.27,0.345,0.44,9.35,173.33,8.360599534
2019-01-01 08:00:00,0.28,0.36,0.46,9.35,172.47,8.888720028
2019-01-01 08:30:00,0.285,0.365,0.465,9.62,161.98,9.106795937
2019-01-01 09:00:00,0.29,0.37,0.47,9.89,151.49,9.3620109
2019-01-01 09:30:00,0.3,0.385,0.49,10.09,162.65,9.943549623
2019-01-01 10:00:00,0.31,0.4,0.51,10.29,173.81,10.3878859
2019-01-01 10:30:00,0.305,0.39,0.495,9.82,174.705,10.01363991
2019-01-01 11:00:00,0.3,0.38,0.48,9.35,175.6,9.653805548
2019-01-01 11:30:00,0.315,0.4,0.505,9.185,170.045,10.28050872
2019-01-01 12:00:00,0.33,0.42,0.53,9.02,164.49,10.91029706
2019-01-01 12:30:00,0.31,0.395,0.505,8.945,160.73,10.30591291
2019-01-01 13:00:00,0.29,0.37,0.48,8.87,156.97,9.842507601
2019-01-01 13:30:00,0.31,0.395,0.51,9.025,161.135,10.34437063
2019-01-01 14:00:00,0.33,0.42,0.54,9.18,165.3,10.948645
2019-01-01 14:30:00,0.31,0.395,0.5,9.18,174.02,10.21032249
2019-01-01 15:00:00,0.29,0.37,0.46,9.18,182.74,9.321064833
2019-01-01 15:30:00,0.295,0.375,0.47,6.58,177.01,9.615794796
2019-01-01 16:00:00,0.3,0.38,0.48,3.98,171.28,10.00756322
2019-01-01 16:30:00,0.32,0.405,0.51,4.41,164.25,10.63777877
2019-01-01 17:00:00,0.34,0.43,0.54,4.84,157.22,11.27900914
2019-01-01 17:30:00,0.335,0.425,0.535,6.855,168.75,11.19007852
2019-01-01 18:00:00,0.33,0.42,0.53,8.87,180.28,11.06583134
2019-01-01 18:30:00,0.31,0.39,0.495,8.87,173.25,10.39109871
2019-01-01 19:00:00,0.29,0.36,0.46,8.87,166.22,9.595753339
2019-01-01 19:30:00,0.31,0.39,0.5,9.685,169.17,10.35702224
2019-01-01 20:00:00,0.33,0.42,0.54,10.5,172.12,10.96320494
2019-01-01 20:30:00,0.305,0.385,0.495,10.295,181.805,10.08711474
2019-01-01 21:00:00,0.28,0.35,0.45,10.09,191.49,9.135219467
2019-01-01 21:30:00,0.285,0.36,0.455,9.72,177.33,9.241751577
2019-01-01 22:00:00,0.29,0.37,0.46,9.35,163.17,9.331742687
2019-01-01 22:30:00,0.275,0.35,0.44,9.72,165.325,8.939427448
2019-01-01 23:00:00,0.26,0.33,0.42,10.09,167.48,8.566888035
2019-01-01 23:30:00,0.25,0.32,0.405,9.4,178.32,8.23976363
2019-01-02 00:00:00,0.24,0.31,0.39,8.71,189.16,7.873705339
2019-01-02 00:30:00,0.235,0.3,0.375,8.945,183.89,7.610452774
2019-01-02 01:00:00,0.23,0.29,0.36,9.18,178.62,7.321737755
2019-01-02 01:30:00,0.24,0.3,0.375,9.355,176.08,7.581262008
2019-01-02 02:00:00,0.25,0.31,0.39,9.53,173.54,7.693739401
2019-01-02 02:30:00,0.25,0.315,0.395,9.53,169.07,7.915657495
2019-01-02 03:00:00,0.25,0.32,0.4,9.53,164.6,8.261963067
2019-01-02 03:30:00,0.24,0.305,0.38,8.78,172.94,7.717005156
2019-01-02 04:00:00,0.23,0.29,0.36,8.03,181.28,7.343878749
2019-01-02 04:30:00,0.24,0.3,0.375,8.96,171.35,7.578316963
2019-01-02 05:00:00,0.25,0.31,0.39,9.89,161.42,7.970806584
2019-01-02 05:30:00,0.26,0.33,0.415,10.09,156.87,8.419944324
2019-01-02 06:00:00,0.27,0.35,0.44,10.29,152.32,8.90031893
2019-01-02 06:30:00,0.28,0.36,0.455,9.91,154.71,9.244860448
2019-01-02 07:00:00,0.29,0.37,0.47,9.53,157.1,9.416004334
2019-01-02 07:30:00,0.325,0.415,0.525,9.44,171.975,10.27166198
2019-01-02 08:00:00,0.36,0.46,0.58,9.35,186.85,11.27039499
2019-01-02 08:30:00,0.35,0.445,0.565,9.185,172.105,11.11288091
2019-01-02 09:00:00,0.34,0.43,0.55,9.02,157.36,10.94021565
2019-01-02 09:30:00,0.33,0.42,0.535,8.795,169.505,10.75859834
2019-01-02 10:00:00,0.32,0.41,0.52,8.57,181.65,10.55179508
2019-01-02 10:30:00,0.315,0.405,0.515,9.23,174.995,10.45668845
2019-01-02 11:00:00,0.31,0.4,0.51,9.89,168.34,10.45976631
2019-01-02 11:30:00,0.31,0.395,0.505,9.38,169.065,10.56310277
2019-01-02 12:00:00,0.31,0.39,0.5,8.87,169.79,10.46270695
2019-01-02 12:30:00,0.3,0.38,0.49,9.025,176.22,10.23573163
2019-01-02 13:00:00,0.29,0.37,0.48,9.18,182.65,10.18214927
2019-01-02 13:30:00,0.285,0.365,0.47,9.265,181.19,9.954232297
2019-01-02 14:00:00,0.28,0.36,0.46,9.35,179.73,9.892486302
2019-01-02 14:30:00,0.305,0.39,0.495,10.035,163.075,10.72749104
2019-01-02 15:00:00,0.33,0.42,0.53,10.72,146.42,11.57123138
2019-01-02 15:30:00,0.32,0.405,0.515,9.645,154.64,11.18023094
2019-01-02 16:00:00,0.31,0.39,0.5,8.57,162.86,10.90999938
2019-01-02 16:30:00,0.32,0.41,0.52,9.23,168.47,11.49270122
2019-01-02 17:00:00,0.33,0.43,0.54,9.89,174.08,12.12026598
2019-01-02 17:30:00,0.345,0.445,0.565,9.89,176.395,12.63027249
2019-01-02 18:00:00,0.36,0.46,0.59,9.89,178.71,13.35929108
2019-01-02 18:30:00,0.345,0.435,0.555,9.8,179.745,12.33417046
2019-01-02 19:00:00,0.33,0.41,0.52,9.71,180.78,11.36659552
2019-01-02 19:30:00,0.325,0.41,0.52,9.71,170.82,11.39719779
2019-01-02 20:00:00,0.32,0.41,0.52,9.71,160.86,11.58094439
2019-01-02 20:30:00,0.33,0.42,0.535,9.445,152.5,12.13678829
2019-01-02 21:00:00,0.34,0.43,0.55,9.18,144.14,12.47440154
2019-01-02 21:30:00,0.31,0.39,0.5,9.1,160.995,11.25420898
2019-01-02 22:00:00,0.28,0.35,0.45,9.02,177.85,10.07073911
2019-01-02 22:30:00,0.27,0.34,0.435,9.365,168.84,9.76424694
2019-01-02 23:00:00,0.26,0.33,0.42,9.71,159.83,9.284024998
2019-01-02 23:30:00,0.26,0.33,0.415,9.53,167.585,9.292282557
2019-01-03 00:00:00,0.26,0.33,0.41,9.35,175.34,9.118877976
2019-01-03 00:30:00,0.255,0.325,0.405,9.03,174.955,9.012997533
2019-01-03 01:00:00,0.25,0.32,0.4,8.71,174.57,8.86807009
2019-01-03 01:30:00,0.235,0.3,0.38,9.4,156.845,8.187669448
2019-01-03 02:00:00,0.22,0.28,0.36,10.09,139.12,7.650386031
2019-01-03 02:30:00,0.215,0.27,0.345,10.09,147.175,7.339934598
2019-01-03 03:00:00,0.21,0.26,0.33,10.09,155.23,6.939090003
2019-01-03 03:30:00,0.225,0.285,0.36,9.635,151.965,7.519086293
2019-01-03 04:00:00,0.24,0.31,0.39,9.18,148.7,8.119607521
2019-01-03 04:30:00,0.235,0.3,0.375,9.1,164.505,7.696124542
2019-01-03 05:00:00,0.23,0.29,0.36,9.02,180.31,7.290793846
2019-01-03 05:30:00,0.235,0.3,0.375,9.185,172.8,7.565335393
2019-01-03 06:00:00,0.24,0.31,0.39,9.35,165.29,7.802129792
2019-01-03 06:30:00,0.26,0.335,0.425,7.165,139.12,8.520774983
2019-01-03 07:00:00,0.28,0.36,0.46,4.98,112.95,9.222197389
2019-01-03 07:30:00,0.32,0.41,0.52,4.78,112.165,10.35867203
2019-01-03 08:00:00,0.36,0.46,0.58,4.58,111.38,11.28339455
2019-01-03 08:30:00,0.355,0.455,0.575,4.6,73.015,10.76288229
2019-01-03 09:00:00,0.35,0.45,0.57,4.62,34.65,10.62893037
2019-01-03 09:30:00,0.34,0.435,0.555,7.255,104.25,10.33227905
2019-01-03 10:00:00,0.33,0.42,0.54,9.89,173.85,10.1263952
2019-01-03 10:30:00,0.33,0.42,0.535,9.62,179.135,9.784478151
2019-01-03 11:00:00,0.33,0.42,0.53,9.35,184.42,9.642173784
2019-01-03 11:30:00,0.32,0.41,0.52,6.495,209.125,9.26843422
2019-01-03 12:00:00,0.31,0.4,0.51,3.64,233.83,9.057046203
2019-01-03 12:30:00,0.305,0.39,0.495,6.865,222.1,8.761524932
2019-01-03 13:00:00,0.3,0.38,0.48,10.09,210.37,8.41727207
2019-01-03 13:30:00,0.305,0.39,0.495,9.635,192.645,8.411328061
2019-01-03 14:00:00,0.31,0.4,0.51,9.18,174.92,8.527002203
2019-01-03 14:30:00,0.325,0.42,0.53,9.635,173.795,8.757365471
2019-01-03 15:00:00,0.34,0.44,0.55,10.09,172.67,8.977928044
2019-01-03 15:30:00,0.375,0.485,0.61,6.84,152.7,10.09460399
2019-01-03 16:00:00,0.41,0.53,0.67,3.59,132.73,10.95965033
2019-01-03 16:30:00,0.385,0.495,0.63,3.99,112.415,10.1170729
2019-01-03 17:00:00,0.36,0.46,0.59,4.39,92.1,9.433913435
2019-01-03 17:30:00,0.36,0.46,0.585,7.24,114.75,9.267188045
2019-01-03 18:00:00,0.36,0.46,0.58,10.09,137.4,9.034638127
2019-01-03 18:30:00,0.37,0.47,0.595,9.555,146.725,9.300888829
2019-01-03 19:00:00,0.38,0.48,0.61,9.02,156.05,9.664029249
2019-01-03 19:30:00,0.36,0.46,0.585,8.08,144.75,9.008252388
2019-01-03 20:00:00,0.34,0.44,0.56,7.14,133.45,8.384875926
2019-01-03 20:30:00,0.345,0.44,0.56,8.08,155.495,8.616290009
2019-01-03 21:00:00,0.35,0.44,0.56,9.02,177.54,8.700309503
2019-01-03 21:30:00,0.33,0.415,0.53,8.655,176.295,8.094785775
2019-01-03 22:00:00,0.31,0.39,0.5,8.29,175.05,7.594809449
2019-01-03 22:30:00,0.3,0.38,0.49,7.98,173.78,7.390795294
2019-01-03 23:00:00,0.29,0.37,0.48,7.67,172.51,7.110132857
2019-01-03 23:30:00,0.285,0.36,0.46,7.85,170.25,6.976841652
2019-01-04 00:00:00,0.28,0.35,0.44,8.03,167.99,6.732675206
2019-01-04 00:30:00,0.3,0.375,0.475,7.44,177.2,7.216575913
2019-01-04 01:00:00,0.32,0.4,0.51,6.85,186.41,7.670167635
2019-01-04 01:30:00,0.33,0.42,0.53,5.495,177.68,8.057820657
2019-01-04 02:00:00,0.34,0.44,0.55,4.14,168.95,8.289017248
2019-01-04 02:30:00,0.36,0.46,0.58,6.745,170.26,8.668563503
2019-01-04 03:00:00,0.38,0.48,0.61,9.35,171.57,9.041244873
2019-01-04 03:30:00,0.36,0.455,0.575,8.89,169.545,8.47332513
2019-01-04 04:00:00,0.34,0.43,0.54,8.43,167.52,7.871359579
2019-01-04 04:30:00,0.335,0.425,0.535,8.725,164.665,7.596055661
2019-01-04 05:00:00,0.33,0.42,0.53,9.02,161.81,7.443403565
2019-01-04 05:30:00,0.34,0.435,0.55,8.945,154.025,7.929734186
2019-01-04 06:00:00,0.35,0.45,0.57,8.87,146.24,8.154212614
2019-01-04 06:30:00,0.345,0.44,0.565,8.33,151.935,8.160623951
2019-01-04 07:00:00,0.34,0.43,0.56,7.79,157.63,8.197325657
2019-01-04 07:30:00,0.365,0.465,0.6,5.87,145.425,8.713477063
2019-01-04 08:00:00,0.39,0.5,0.64,3.95,133.22,9.39317947
2019-01-04 08:30:00,0.385,0.49,0.625,4.01,133.76,9.048944307
2019-01-04 09:00:00,0.38,0.48,0.61,4.07,134.3,8.761154436
2019-01-04 09:30:00,0.375,0.475,0.605,6.8,146.415,8.808277928
2019-01-04 10:00:00,0.37,0.47,0.6,9.53,158.53,8.924214796
2019-01-04 10:30:00,0.365,0.465,0.595,6.595,118.005,9.027912412
