Date,Hm0 (m),H 1/10 (m),Hmax (m),Peak Tp (s),Mean Dir (Degree),WS 10m (m/s)
2019-09-01 00:00:00,0.24,0.3,0.38,10.95,174.31,4.662195999
2019-09-01 00:30:00,0.29,0.365,0.465,9.985,178.33,5.610600946
2019-09-01 01:00:00,0.34,0.43,0.55,9.02,182.35,6.494193654
2019-09-01 01:30:00,0.34,0.43,0.55,9.275,174.16,6.679297572
2019-09-01 02:00:00,0.34,0.43,0.55,9.53,165.97,6.657369349
2019-09-01 02:30:00,0.35,0.445,0.565,9.81,165.405,6.679571079
2019-09-01 03:00:00,0.36,0.46,0.58,10.09,164.84,7.214597396
2019-09-01 03:30:00,0.385,0.495,0.625,9.635,170.235,8.08655478
2019-09-01 04:00:00,0.41,0.53,0.67,9.18,175.63,8.738576719
2019-09-01 04:30:00,0.395,0.505,0.635,9.1,178.07,8.395546476
2019-09-01 05:00:00,0.38,0.48,0.6,9.02,180.51,8.128366878
2019-09-01 05:30:00,0.385,0.49,0.615,9.185,168.63,8.604725583
2019-09-01 06:00:00,0.39,0.5,0.63,9.35,156.75,9.298520323
2019-09-01 06:30:00,0.39,0.495,0.625,9.62,163.545,9.355078719
2019-09-01 07:00:00,0.39,0.49,0.62,9.89,170.34,9.491337449
2019-09-01 07:30:00,0.38,0.48,0.605,7.62,144.4,9.302582994
2019-09-01 08:00:00,0.37,0.47,0.59,5.35,118.46,9.378368163
2019-09-01 08:30:00,0.37,0.47,0.59,7.44,156.52,9.238664422
2019-09-01 09:00:00,0.37,0.47,0.59,9.53,194.58,9.28427348
2019-09-01 09:30:00,0.385,0.49,0.62,9.91,180.045,9.911202514
2019-09-01 10:00:00,0.4,0.51,0.65,10.29,165.51,10.61182018
2019-09-01 10:30:00,0.4,0.51,0.65,10.19,172.585,10.77353655
2019-09-01 11:00:00,0.4,0.51,0.65,10.09,179.66,10.83236865
2019-09-01 11:30:00,0.405,0.515,0.655,10.405,175.725,11.25971668
2019-09-01 12:00:00,0.41,0.52,0.66,10.72,171.79,11.39359193
2019-09-01 12:30:00,0.41,0.52,0.66,10.305,176.12,11.45054894
2019-09-01 13:00:00,0.41,0.52,0.66,9.89,180.45,11.7191811
2019-09-01 13:30:00,0.415,0.525,0.66,9.99,173.96,11.96456597
2019-09-01 14:00:00,0.42,0.53,0.66,10.09,167.47,12.19621679
2019-09-01 14:30:00,0.405,0.51,0.64,10.405,172.52,11.85461171
2019-09-01 15:00:00,0.39,0.49,0.62,10.72,177.57,11.5172764
2019-09-01 15:30:00,0.41,0.515,0.645,11.21,179.09,12.25904244
2019-09-01 16:00:00,0.43,0.54,0.67,11.7,180.61,13.08838493
2019-09-01 16:30:00,0.445,0.56,0.695,11.84,176.99,13.56394824
2019-09-01 17:00:00,0.46,0.58,0.72,11.98,173.37,14.01964434
2019-09-01 17:30:00,0.47,0.595,0.735,11.585,180.41,14.43517881
2019-09-01 18:00:00,0.48,0.61,0.75,11.19,187.45,15.02052157
2019-09-01 18:30:00,0.45,0.575,0.71,11.19,181.855,14.3363238
2019-09-01 19:00:00,0.42,0.54,0.67,11.19,176.26,13.51593215
2019-09-01 19:30:00,0.42,0.54,0.665,10.845,183.985,13.59879043
2019-09-01 20:00:00,0.42,0.54,0.66,10.5,191.71,13.57920584
2019-09-01 20:30:00,0.41,0.525,0.645,10.97,186.37,13.17338625
2019-09-01 21:00:00,0.4,0.51,0.63,11.44,181.03,12.873009
2019-09-01 21:30:00,0.4,0.505,0.625,11.08,175.14,12.72993559
2019-09-01 22:00:00,0.4,0.5,0.62,10.72,169.25,12.59168814
2019-09-01 22:30:00,0.365,0.46,0.575,10.505,173.87,11.83507983
2019-09-01 23:00:00,0.33,0.42,0.53,10.29,178.49,10.82486565
2019-09-01 23:30:00,0.315,0.405,0.505,10.395,175.245,10.38979513
2019-09-02 00:00:00,0.3,0.39,0.48,10.5,172.0,9.78978342
2019-09-02 00:30:00,0.32,0.415,0.515,10.295,175.33,10.56157389
2019-09-02 01:00:00,0.34,0.44,0.55,10.09,178.66,11.16823856
2019-09-02 01:30:00,0.35,0.45,0.565,10.09,180.49,11.65773475
2019-09-02 02:00:00,0.36,0.46,0.58,10.09,182.32,12.17436668
2019-09-02 02:30:00,0.395,0.5,0.63,10.19,181.355,13.29120792
2019-09-02 03:00:00,0.43,0.54,0.68,10.29,180.39,14.05646341
2019-09-02 03:30:00,0.4,0.505,0.635,10.505,174.675,12.86350449
2019-09-02 04:00:00,0.37,0.47,0.59,10.72,168.96,11.97009802
2019-09-02 04:30:00,0.365,0.46,0.58,10.72,174.735,11.71168063
2019-09-02 05:00:00,0.36,0.45,0.57,10.72,180.51,11.69344908
2019-09-02 05:30:00,0.395,0.5,0.63,10.405,173.985,12.8464964
2019-09-02 06:00:00,0.43,0.55,0.69,10.09,167.46,14.17350688
2019-09-02 06:30:00,0.435,0.555,0.695,9.555,167.755,14.03077631
2019-09-02 07:00:00,0.44,0.56,0.7,9.02,168.05,13.99221147
2019-09-02 07:30:00,0.455,0.58,0.725,9.87,174.915,14.37843074
2019-09-02 08:00:00,0.47,0.6,0.75,10.72,181.78,14.99749252
2019-09-02 08:30:00,0.45,0.57,0.715,10.955,181.21,14.22159646
2019-09-02 09:00:00,0.43,0.54,0.68,11.19,180.64,13.50633492
2019-09-02 09:30:00,0.44,0.555,0.695,11.445,175.975,13.93729075
2019-09-02 10:00:00,0.45,0.57,0.71,11.7,171.31,14.23640437
2019-09-02 10:30:00,0.445,0.565,0.71,10.895,173.22,13.99897309
2019-09-02 11:00:00,0.44,0.56,0.71,10.09,175.13,13.90548679
2019-09-02 11:30:00,0.425,0.545,0.69,9.99,179.44,13.70084488
2019-09-02 12:00:00,0.41,0.53,0.67,9.89,183.75,13.22681921
2019-09-02 12:30:00,0.41,0.53,0.665,10.54,180.26,13.13334475
2019-09-02 13:00:00,0.41,0.53,0.66,11.19,176.77,13.19550028
2019-09-02 13:30:00,0.415,0.535,0.665,10.955,173.735,13.39337873
2019-09-02 14:00:00,0.42,0.54,0.67,10.72,170.7,13.40096332
2019-09-02 14:30:00,0.44,0.56,0.7,10.125,173.41,14.04136003
2019-09-02 15:00:00,0.46,0.58,0.73,9.53,176.12,14.81594054
2019-09-02 15:30:00,0.43,0.545,0.685,9.91,176.775,13.99306106
2019-09-02 16:00:00,0.4,0.51,0.64,10.29,177.43,13.05299462
2019-09-02 16:30:00,0.405,0.515,0.64,10.29,173.835,13.18135681
2019-09-02 17:00:00,0.41,0.52,0.64,10.29,170.24,13.25846494
2019-09-02 17:30:00,0.42,0.535,0.665,9.91,172.54,13.77906966
2019-09-02 18:00:00,0.43,0.55,0.69,9.53,174.84,14.38034474
2019-09-02 18:30:00,0.4,0.51,0.64,9.53,171.995,13.21309922
2019-09-02 19:00:00,0.37,0.47,0.59,9.53,169.15,12.28059395
2019-09-02 19:30:00,0.365,0.465,0.575,9.355,168.825,12.11792359
2019-09-02 20:00:00,0.36,0.46,0.56,9.18,168.5,11.83083627
2019-09-02 20:30:00,0.365,0.465,0.57,9.18,168.07,12.16680442
2019-09-02 21:00:00,0.37,0.47,0.58,9.18,167.64,12.46598355
2019-09-02 21:30:00,0.355,0.455,0.56,10.065,173.065,12.02358066
2019-09-02 22:00:00,0.34,0.44,0.54,10.95,178.49,11.47285009
2019-09-02 22:30:00,0.345,0.44,0.545,9.91,175.02,11.61156628
2019-09-02 23:00:00,0.35,0.44,0.55,8.87,171.55,11.86673039
2019-09-02 23:30:00,0.335,0.425,0.525,8.58,178.72,11.42114913
2019-09-03 00:00:00,0.32,0.41,0.5,8.29,185.89,10.99769296
