Date,Power (MW)
2019-04-01 00:00:00,0.658429
2019-04-01 00:30:00,0.726801776
2019-04-01 01:00:00,0.799968919
2019-04-01 01:30:00,0.85551579
2019-04-01 02:00:00,0.913096924
2019-04-01 02:30:00,0.923454948
2019-04-01 03:00:00,0.934839949
2019-04-01 03:30:00,0.787466408
2019-04-01 04:00:00,0.656562308
2019-04-01 04:30:00,0.751907203
2019-04-01 05:00:00,0.846782841
2019-04-01 05:30:00,0.761812105
2019-04-01 06:00:00,0.682145452
2019-04-01 06:30:00,0.619061993
2019-04-01 07:00:00,0.558647106
2019-04-01 07:30:00,0.47924307
2019-04-01 08:00:00,0.406015716
2019-04-01 08:30:00,0.438270186
2019-04-01 09:00:00,0.472080368
2019-04-01 09:30:00,0.425565902
2019-04-01 10:00:00,0.382114096
2019-04-01 10:30:00,0.404628419
2019-04-01 11:00:00,0.427534651
2019-04-01 11:30:00,0.360274431
2019-04-01 12:00:00,0.300523642
2019-04-01 12:30:00,0.336225116
2019-04-01 13:00:00,0.371995548
2019-04-01 13:30:00,0.385829034
2019-04-01 14:00:00,0.399556091
2019-04-01 14:30:00,0.478468442
2019-04-01 15:00:00,0.564196472
2019-04-01 15:30:00,0.671271051
2019-04-01 16:00:00,0.780507487
2019-04-01 16:30:00,0.829530826
2019-04-01 17:00:00,0.879887217
2019-04-01 17:30:00,1.043803735
2019-04-01 18:00:00,1.226161461
2019-04-01 18:30:00,1.111330088
2019-04-01 19:00:00,0.996993862
2019-04-01 19:30:00,0.973605735
2019-04-01 20:00:00,0.949305892
2019-04-01 20:30:00,1.105196939
2019-04-01 21:00:00,1.274313944
2019-04-01 21:30:00,1.159405387
2019-04-01 22:00:00,1.039144797
2019-04-01 22:30:00,0.962797196
2019-04-01 23:00:00,0.879718704
2019-04-01 23:30:00,1.043197697
2019-04-02 00:00:00,1.22479974
2019-04-02 00:30:00,1.100034087
2019-04-02 01:00:00,0.972222265
2019-04-02 01:30:00,1.02837459
2019-04-02 02:00:00,1.083633683
2019-04-02 02:30:00,0.93459468
2019-04-02 03:00:00,0.800832142
2019-04-02 03:30:00,0.877590344
2019-04-02 04:00:00,0.957026378
2019-04-02 04:30:00,0.811197362
2019-04-02 05:00:00,0.680914746
2019-04-02 05:30:00,0.784719283
2019-04-02 06:00:00,0.895820633
2019-04-02 06:30:00,0.889559633
2019-04-02 07:00:00,0.881032363
2019-04-02 07:30:00,0.638229295
2019-04-02 08:00:00,0.440008876
2019-04-02 08:30:00,0.659984203
2019-04-02 09:00:00,0.931322799
2019-04-02 09:30:00,1.248427704
2019-04-02 10:00:00,1.629016609
2019-04-02 10:30:00,1.439250845
2019-04-02 11:00:00,1.249908102
2019-04-02 11:30:00,1.320040632
2019-04-02 12:00:00,1.372475989
2019-04-02 12:30:00,1.386758384
2019-04-02 13:00:00,1.400020225
2019-04-02 13:30:00,1.423214127
2019-04-02 14:00:00,1.369033079
2019-04-02 14:30:00,1.631054129
2019-04-02 15:00:00,1.912775742
2019-04-02 15:30:00,2.128648965
2019-04-02 16:00:00,2.3456473
2019-04-02 16:30:00,2.254804368
2019-04-02 17:00:00,2.163740371
2019-04-02 17:30:00,2.293628113
2019-04-02 18:00:00,2.42920206
2019-04-02 18:30:00,2.259713311
2019-04-02 19:00:00,2.053678956
2019-04-02 19:30:00,2.130062774
2019-04-02 20:00:00,2.184172608
2019-04-02 20:30:00,2.868732437
2019-04-02 21:00:00,3.688679558
2019-04-02 21:30:00,3.247898529
2019-04-02 22:00:00,2.843005586
2019-04-02 22:30:00,3.283924491
2019-04-02 23:00:00,3.773710854
2019-04-02 23:30:00,3.431866055
2019-04-03 00:00:00,3.107992075
2019-04-03 00:30:00,3.060283783
2019-04-03 01:00:00,3.004515039
2019-04-03 01:30:00,2.530515405
2019-04-03 02:00:00,2.05941255
2019-04-03 02:30:00,2.483011695
2019-04-03 03:00:00,2.888730478
2019-04-03 03:30:00,2.458854064
2019-04-03 04:00:00,2.066822113
2019-04-03 04:30:00,1.950617809
2019-04-03 05:00:00,1.836050517
2019-04-03 05:30:00,1.678896456
2019-04-03 06:00:00,1.528139708
2019-04-03 06:30:00,1.626389415
2019-04-03 07:00:00,1.714300892
2019-04-03 07:30:00,1.358968352
2019-04-03 08:00:00,1.05711173
2019-04-03 08:30:00,1.213231493
2019-04-03 09:00:00,1.380294735
2019-04-03 09:30:00,1.621652531
2019-04-03 10:00:00,1.868765917
2019-04-03 10:30:00,1.893378845
2019-04-03 11:00:00,1.916927938
2019-04-03 11:30:00,2.421519995
2019-04-03 12:00:00,3.008548574
2019-04-03 12:30:00,2.254920769
2019-04-03 13:00:00,1.618458819
2019-04-03 13:30:00,1.80865163
2019-04-03 14:00:00,2.007748865
2019-04-03 14:30:00,1.986227376
2019-04-03 15:00:00,1.944877851
2019-04-03 15:30:00,2.41035996
2019-04-03 16:00:00,2.943089356
2019-04-03 16:30:00,2.624043876
2019-04-03 17:00:00,2.327637459
2019-04-03 17:30:00,2.504830293
2019-04-03 18:00:00,2.653435003
2019-04-03 18:30:00,2.595112733
2019-04-03 19:00:00,2.521294373
2019-04-03 19:30:00,2.345388351
2019-04-03 20:00:00,2.162625369
2019-04-03 20:30:00,2.262477577
2019-04-03 21:00:00,2.359565977
2019-04-03 21:30:00,2.867994493
2019-04-03 22:00:00,3.410827628
2019-04-03 22:30:00,3.623171762
2019-04-03 23:00:00,3.833649569
2019-04-03 23:30:00,3.407633541
2019-04-04 00:00:00,3.0120658
2019-04-04 00:30:00,2.422207056
2019-04-04 01:00:00,1.84257719
2019-04-04 01:30:00,2.462806268
2019-04-04 02:00:00,3.087457371
2019-04-04 02:30:00,2.808325445
2019-04-04 03:00:00,2.552823429
2019-04-04 03:30:00,2.500418515
2019-04-04 04:00:00,2.448109716
2019-04-04 04:30:00,2.370540774
2019-04-04 05:00:00,2.29553795
2019-04-04 05:30:00,2.269196009
2019-04-04 06:00:00,2.241118246
2019-04-04 06:30:00,2.020936751
2019-04-04 07:00:00,1.806995109
2019-04-04 07:30:00,1.767386363
2019-04-04 08:00:00,1.730610637
2019-04-04 08:30:00,1.570713489
2019-04-04 09:00:00,1.419451517
2019-04-04 09:30:00,1.819654576
2019-04-04 10:00:00,2.277836826
2019-04-04 10:30:00,2.203092326
2019-04-04 11:00:00,2.098166589
2019-04-04 11:30:00,2.273769547
2019-04-04 12:00:00,2.434582467
2019-04-04 12:30:00,2.201744481
2019-04-04 13:00:00,1.97888881
2019-04-04 13:30:00,1.726762846
2019-04-04 14:00:00,1.495705616
2019-04-04 14:30:00,1.555213549
2019-04-04 15:00:00,1.550708047
2019-04-04 15:30:00,2.033048821
2019-04-04 16:00:00,2.585436934
2019-04-04 16:30:00,2.791254086
2019-04-04 17:00:00,3.011462791
2019-04-04 17:30:00,2.263295128
2019-04-04 18:00:00,1.647409215
2019-04-04 18:30:00,1.955814626
2019-04-04 19:00:00,2.293962126
2019-04-04 19:30:00,2.352378905
2019-04-04 20:00:00,2.389546776
2019-04-04 20:30:00,1.829407768
2019-04-04 21:00:00,1.341316432
2019-04-04 21:30:00,1.6332154
2019-04-04 22:00:00,1.944464397
2019-04-04 22:30:00,2.004064821
2019-04-04 23:00:00,2.059626012
2019-04-04 23:30:00,2.038815187
2019-04-05 00:00:00,2.000500742
2019-04-05 00:30:00,1.815344706
2019-04-05 01:00:00,1.639573246
2019-04-05 01:30:00,1.514399107
2019-04-05 02:00:00,1.393807665
2019-04-05 02:30:00,1.489387214
2019-04-05 03:00:00,1.590057757
2019-04-05 03:30:00,1.440579342
2019-04-05 04:00:00,1.280674439
2019-04-05 04:30:00,1.068722319
2019-04-05 05:00:00,0.867581641
2019-04-05 05:30:00,1.051492673
2019-04-05 06:00:00,1.250077729
2019-04-05 06:30:00,1.084361941
2019-04-05 07:00:00,0.9229294
2019-04-05 07:30:00,0.873715853
2019-04-05 08:00:00,0.82647484
2019-04-05 08:30:00,0.742517267
2019-04-05 09:00:00,0.66376238
2019-04-05 09:30:00,0.642566544
2019-04-05 10:00:00,0.61590773
2019-04-05 10:30:00,0.628051269
2019-04-05 11:00:00,0.639848932
2019-04-05 11:30:00,0.71413279
2019-04-05 12:00:00,0.783069903
2019-04-05 12:30:00,0.816620305
2019-04-05 13:00:00,0.850288858
2019-04-05 13:30:00,0.955784284
2019-04-05 14:00:00,1.064229885
2019-04-05 14:30:00,1.034818935
2019-04-05 15:00:00,0.966423941
2019-04-05 15:30:00,1.241941887
2019-04-05 16:00:00,1.565824605
2019-04-05 16:30:00,1.64050315
2019-04-05 17:00:00,1.718333707
2019-04-05 17:30:00,1.544911314
2019-04-05 18:00:00,1.383551646
2019-04-05 18:30:00,1.301919359
2019-04-05 19:00:00,1.222459635
2019-04-05 19:30:00,1.145814774
2019-04-05 20:00:00,1.054050954
2019-04-05 20:30:00,1.036037798
2019-04-05 21:00:00,1.01595025
2019-04-05 21:30:00,1.054014671
2019-04-05 22:00:00,1.086176646
2019-04-05 22:30:00,1.243675337
2019-04-05 23:00:00,1.412205565
2019-04-05 23:30:00,1.19474473
2019-04-06 00:00:00,0.991645059
2019-04-06 00:30:00,1.041975969
2019-04-06 01:00:00,1.091657771
