Date,Power (MW)
2019-05-01 00:00:00,1.263642787
2019-05-01 00:30:00,1.061207118
2019-05-01 01:00:00,0.881316345
2019-05-01 01:30:00,0.765826141
2019-05-01 02:00:00,0.655504282
2019-05-01 02:30:00,0.545688013
2019-05-01 03:00:00,0.448587624
2019-05-01 03:30:00,0.471266893
2019-05-01 04:00:00,0.494468656
2019-05-01 04:30:00,0.456171032
2019-05-01 05:00:00,0.404480551
2019-05-01 05:30:00,0.370903317
2019-05-01 06:00:00,0.338147429
2019-05-01 06:30:00,0.297045791
2019-05-01 07:00:00,0.259463953
2019-05-01 07:30:00,0.322664458
2019-05-01 08:00:00,0.388206122
2019-05-01 08:30:00,0.37230799
2019-05-01 09:00:00,0.348818519
2019-05-01 09:30:00,0.698018795
2019-05-01 10:00:00,1.170396854
2019-05-01 10:30:00,1.270151011
2019-05-01 11:00:00,1.357745812
2019-05-01 11:30:00,1.333650915
2019-05-01 12:00:00,1.267741316
2019-05-01 12:30:00,0.999719465
2019-05-01 13:00:00,0.763588836
2019-05-01 13:30:00,0.909582252
2019-05-01 14:00:00,1.072187339
2019-05-01 14:30:00,1.086849674
2019-05-01 15:00:00,1.101302549
2019-05-01 15:30:00,0.869269286
2019-05-01 16:00:00,0.645912715
2019-05-01 16:30:00,0.674555949
2019-05-01 17:00:00,0.7038389
2019-05-01 17:30:00,0.724194768
2019-05-01 18:00:00,0.744447434
2019-05-01 18:30:00,1.501108918
2019-05-01 19:00:00,2.642903394
2019-05-01 19:30:00,2.605260452
2019-05-01 20:00:00,2.566435889
2019-05-01 20:30:00,2.604091801
2019-05-01 21:00:00,2.643797034
2019-05-01 21:30:00,2.825453891
2019-05-01 22:00:00,3.009272255
2019-05-01 22:30:00,3.013353097
2019-05-01 23:00:00,3.012868619
2019-05-01 23:30:00,2.61915616
2019-05-02 00:00:00,2.252018146
2019-05-02 00:30:00,2.387891625
2019-05-02 01:00:00,2.52676463
2019-05-02 01:30:00,2.647886715
2019-05-02 02:00:00,2.768573625
2019-05-02 02:30:00,2.622350052
2019-05-02 03:00:00,2.480324887
2019-05-02 03:30:00,2.321881655
2019-05-02 04:00:00,2.170536471
2019-05-02 04:30:00,2.175843005
2019-05-02 05:00:00,2.180466022
2019-05-02 05:30:00,2.33149702
2019-05-02 06:00:00,2.49038648
2019-05-02 06:30:00,2.850501511
